pmcid,keyword_raw,keyword_normalised,licence_code
PMC10755644,gestational diabetes mellitus,gestational diabetes mellitus,by
PMC10753265,hernia,hernia,by
PMC10753265,bariatric,bariatric,by
PMC10753265,gastric sleeve,gastric sleeve,by
PMC10753265,trocar site hernia,trocar site hernia,by
PMC10753265,unrepaired fascia,unrepaired fascia,by
PMC10758537,gene expression,gene expression,by
PMC10758537,polymorphism,polymorphism,by
PMC10758537,t2dm,t2dm,by
PMC10758537,periodontitis,periodontitis,by
PMC10758537,defensin,defensin,by
PMC10757596,metabolism,metabolism,by
PMC10757596,bacteria,bacteria,by
PMC10757596,influences of gut microbiota,influences of gut microbiota,by
PMC10757596,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC10757596,gut microbiota,gut microbiota,by
PMC10754713,renal disorders,renal disorders,by
PMC10754713,coexistence,coexistence,by
PMC10754713,diabetic nephropathy,diabetic nephropathy,by
PMC10754713,iga nephropathy,iga nephropathy,by
PMC10754713,primary membranous nephropathy,primary membranous nephropathy,by
PMC10757212,gestational diabetes mellitus,gestational diabetes mellitus,by
PMC10757212,pregestational diabetes mellitus,pregestational diabetes mellitus,by
PMC10757212,diabetes in pregnancy,diabetes in pregnancy,by
PMC10757212,trend analysis,trend analysis,by
PMC10757212,usdds,usdds,by
PMC10757824,undergraduate medical students,undergraduate medical students,by
PMC10757824,diabetes mellitus,diabetes mellitus,by
PMC10757824,india,india,by
PMC10757824,risk assessment tools,risk assessment tools,by
PMC10757824,who-steps,who-steps,by
PMC10749406,human immunodeficiency virus,human immunodeficiency virus,by
PMC10749406,urinary tract infections,urinary tract infections,by
PMC10749406,tuberculosis,tuberculosis,by
PMC10749406,chd,chd,by
PMC10749406,dkd,dkd,by
PMC10749406,sepsis,sepsis,by
PMC10749406,diabetes mellitus,diabetes mellitus,by
PMC10750114,anemia,anemia,by
PMC10750114,glycemic control,glycemic control,by
PMC10750114,hemoglobin a1c,hemoglobin a1c,by
PMC10750114,diabetes mellitus,diabetes mellitus,by
PMC10750114,iron deficiency anemia,iron deficiency anemia,by
PMC10750786,Exercise,exercise,by
PMC10750786,Type 2 Diabetes,type 2 diabetes,by
PMC10750786,Streptozotocin,streptozotocin,by
PMC10750786,Spatial Memory,spatial memory,by
PMC10750786,Mitochondria,mitochondria,by
PMC10746948,myocardial infarction,myocardial infarction,by
PMC10746948,heart failure,heart failure,by
PMC10746948,left ventricular remodeling,left ventricular remodeling,by
PMC10746948,diabetes mellitus,diabetes mellitus,by
PMC10746948,st-elevation myocardial infarction,st-elevation myocardial infarction,by
PMC10749287,gastrointestinal,gastrointestinal,by
PMC10749287,medication side-effects,medication side-effects,by
PMC10749287,sodium-glucose cotransporter-2 (sglt-2) inhibitors,sodium-glucose cotransporter-2 (sglt-2) inhibitors,by
PMC10749287,diabetes type 2,diabetes type 2,by
PMC10749287,medication-induced pancreatitis,medication-induced pancreatitis,by
PMC10749684,chronic immunosuppression,chronic immunosuppression,by
PMC10749684,drug induced,drug induced,by
PMC10749684,kidney transplant,kidney transplant,by
PMC10749684,thrombotic microangiopathy,thrombotic microangiopathy,by
PMC10749684,tacrolimus,tacrolimus,by
PMC10752751,dementia,dementia,by
PMC10752751,insulin,insulin,by
PMC10752751,anti-diabetics,anti-diabetics,by
PMC10752751,diabete type 2,diabete type 2,by
PMC10752751,neurology,neurology,by
PMC10749796,non-st segment elevation myocardial infarction (nstemi),non-st segment elevation myocardial infarction (nstemi),by
PMC10749796,atypical chest pain,atypical chest pain,by
PMC10749796,sglt-2 inhibitor,sglt-2 inhibitor,by
PMC10749796,precipitating factors for euglycemic dka,precipitating factors for euglycemic dka,by
PMC10749796,diabetic ketoacidosis (dka),diabetic ketoacidosis (dka),by
PMC10749796,dka,dka,by
PMC10750129,multiple sclerosis,multiple sclerosis,by
PMC10750129,delayed emergence,delayed emergence,by
PMC10750129,delayed extubation,delayed extubation,by
PMC10750129,gastroparesis,gastroparesis,by
PMC10750129,general anesthesiology,general anesthesiology,by
PMC10748796,al ahsa,al ahsa,by
PMC10748796,saudi arabia,saudi arabia,by
PMC10748796,primary healthcare,primary healthcare,by
PMC10748796,prevalence,prevalence,by
PMC10748796,painful peripheral diabetic neuropathy,painful peripheral diabetic neuropathy,by
PMC10748796,diabetes mellitus,diabetes mellitus,by
PMC10751034,diabetes screening,diabetes screening,by
PMC10751034,non-communicable diseases epidemiology public health community-based study,non-communicable diseases epidemiology public health community-based study,by
PMC10751034,cross sectional study,cross sectional study,by
PMC10751034,diabetes mellitus,diabetes mellitus,by
PMC10751034,npcdcs,npcdcs,by
PMC10748829,public health,public health,by
PMC10748829,patient compliance,patient compliance,by
PMC10748829,anti-diabetic medications,anti-diabetic medications,by
PMC10748829,non-adherence,non-adherence,by
PMC10748829,type 2 diabetes,type 2 diabetes,by
PMC10740381,diabetic ketoacidosis and sglt2 inhibitor use,diabetic ketoacidosis and sglt2 inhibitor use,by
PMC10740381,diabettic ketoacidosis and sglt2 inhibitor use,diabettic ketoacidosis and sglt2 inhibitor use,by
PMC10740381,dka and trauma,dka and trauma,by
PMC10740381,euglycemic diabetoketoacidosis,euglycemic diabetoketoacidosis,by
PMC10740381,diabetic ketoacidosis (dka),diabetic ketoacidosis (dka),by
PMC10740381,euglycemic dka,euglycemic dka,by
PMC10731627,erythromycin,erythromycin,by
PMC10731627,diabetic neuropathy,diabetic neuropathy,by
PMC10731627,diabetic gastroparesis,diabetic gastroparesis,by
PMC10731627,type 2 diabetes,type 2 diabetes,by
PMC10731627,diabetes mellitus,diabetes mellitus,by
PMC10726644,glycaemic index,glycaemic index,by
PMC10726644,basic carbohydrate counting,basic carbohydrate counting,by
PMC10726644,advanced carbohydrate counting,advanced carbohydrate counting,by
PMC10726644,insulin calculations,insulin calculations,by
PMC10726644,glycated hemoglobin,glycated hemoglobin,by
PMC10726644,carbohydrate counting,carbohydrate counting,by
PMC10726644,diabetes mellitus,diabetes mellitus,by
PMC10733160,latent autoimmune diabetes in adults,latent autoimmune diabetes in adults,by
PMC10733160,obsessive-compulsive disorder,obsessive-compulsive disorder,by
PMC10733160,suicide,suicide,by
PMC10733160,ocd,ocd,by
PMC10733160,cgm,cgm,by
PMC10733160,continuous glucose monitoring,continuous glucose monitoring,by
PMC10733160,lada,lada,by
PMC10733117,lactic acidosis,lactic acidosis,by
PMC10733117,computed tomography,computed tomography,by
PMC10733117,small bowel obstruction,small bowel obstruction,by
PMC10733117,diabetes mellitus,diabetes mellitus,by
PMC10733117,gastric bezoars,gastric bezoars,by
PMC10734663,cardiometabolic diseases,cardiometabolic diseases,by
PMC10734663,cardiovascular disease prevention,cardiovascular disease prevention,by
PMC10734663,hyperglycemia,hyperglycemia,by
PMC10734663,preventative cardiology,preventative cardiology,by
PMC10734663,reversible heart failure,reversible heart failure,by
PMC10734663,obesity induced heart failure preserved ejection fraction,obesity induced heart failure preserved ejection fraction,by
PMC10734663,obesity induced hyperglycemia,obesity induced hyperglycemia,by
PMC10730985,Semaglutide,semaglutide,by
PMC10730985,Dulaglutide,dulaglutide,by
PMC10730985,Pharmacoeconomic,pharmacoeconomic,by
PMC10730985,Cost-effectiveness,cost-effectiveness,by
PMC10729291,risk factor,risk factor,by
PMC10729291,awarness,awarness,by
PMC10729291,ob-gyn,ob-gyn,by
PMC10729291,pregnancy-related complications,pregnancy-related complications,by
PMC10729291,obesity,obesity,by
PMC10729291,pulmonary function,pulmonary function,by
PMC10729291,hypertension,hypertension,by
PMC10729291,high-risk pregnancy,high-risk pregnancy,by
PMC10729291,obs&gy,obs&gy,by
PMC10729291,pre-eclampsia,pre-eclampsia,by
PMC10726074,wound management,wound management,by
PMC10726074,anaerobic infection,anaerobic infection,by
PMC10726074,diabetes mellitus,diabetes mellitus,by
PMC10726074,gas gangrene,gas gangrene,by
PMC10726074,clostridium perfringens,clostridium perfringens,by
PMC10726066,lad stenosis,lad stenosis,by
PMC10726066,congestive heart failure,congestive heart failure,by
PMC10726066,dyslipidemia,dyslipidemia,by
PMC10726066,triple vessel disease,triple vessel disease,by
PMC10726066,atherosclerosis,atherosclerosis,by
PMC10726066,coronary artery disease,coronary artery disease,by
PMC10725706,systematic review,systematic review,by
PMC10725706,internal medicine,internal medicine,by
PMC10725706,risk of bleeding,risk of bleeding,by
PMC10725706,gastroenterology,gastroenterology,by
PMC10725706,esophageal varcices,esophageal varcices,by
PMC10733165,complication,complication,by
PMC10733165,vertebral fracture,vertebral fracture,by
PMC10733165,pedicle screw,pedicle screw,by
PMC10733165,posterior lumbar interbody fusion,posterior lumbar interbody fusion,by
PMC10733165,degenerative lumbar spondylolisthesis,degenerative lumbar spondylolisthesis,by
PMC10733162,mrna vaccine,mrna vaccine,by
PMC10733162,covid-19,covid-19,by
PMC10733162,involuntary movement,involuntary movement,by
PMC10733162,diabetes mellitus,diabetes mellitus,by
PMC10733162,diabetic chorea,diabetic chorea,by
PMC10734555,depression and covid-19,depression and covid-19,by
PMC10734555,mental health and covid-19,mental health and covid-19,by
PMC10734555,adults with covid-19,adults with covid-19,by
PMC10734555,covid-19 symptom rating scale,covid-19 symptom rating scale,by
PMC10734555,covid-19 outpatient care,covid-19 outpatient care,by
PMC10734555,charlson comorbidity index,charlson comorbidity index,by
PMC10734555,self-care self-efficacy scale,self-care self-efficacy scale,by
PMC10734555,sf-12,sf-12,by
PMC10734555,omicron,omicron,by
PMC10734555,the covid-19 symptoms severity,the covid-19 symptoms severity,by
PMC10735250,intra-soft tissue antibiotic perfusion,intra-soft tissue antibiotic perfusion,by
PMC10735250,surgery,surgery,by
PMC10735250,reverse shoulder arthroplasty,reverse shoulder arthroplasty,by
PMC10735250,prosthetic joint infection,prosthetic joint infection,by
PMC10735250,continuous local antibiotic perfusion,continuous local antibiotic perfusion,by
PMC10728834,Fibroblast Growth Factor 21,fibroblast growth factor 21,by
PMC10728834,Exendin-4,exendin-4,by
PMC10728834,Designed Ankyrin Repeat Proteins,designed ankyrin repeat proteins,by
PMC10728834,Diabetes,diabetes,by
PMC10728834,Obesity,obesity,by
PMC10732469,overweight,overweight,by
PMC10732469,t2dm,t2dm,by
PMC10732469,glycemic control,glycemic control,by
PMC10732469,weight loss,weight loss,by
PMC10732469,bariatric surgery,bariatric surgery,by
PMC10733621,psychological and mental health,psychological and mental health,by
PMC10733621,infertility,infertility,by
PMC10733621,osteoporosis,osteoporosis,by
PMC10733621,anemia,anemia,by
PMC10733621,quality of life,quality of life,by
PMC10733621,rheumatoid arthritis,rheumatoid arthritis,by
PMC10733621,cardiovascular diseases,cardiovascular diseases,by
PMC10733621,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC10733621,metabolism syndrome,metabolism syndrome,by
PMC10733621,irregular menstruation,irregular menstruation,by
PMC10726016,diabetic retinopathy,diabetic retinopathy,by
PMC10726016,diabetic nephropathy,diabetic nephropathy,by
PMC10726016,body mass index (bmi),body mass index (bmi),by
PMC10726016,india,india,by
PMC10726016,c-peptide,c-peptide,by
PMC10726016,microvascular complications,microvascular complications,by
PMC10726016,estimated glucose disposal rate,estimated glucose disposal rate,by
PMC10726016,double diabetes,double diabetes,by
PMC10726016,type 1 diabetes mellitus (t1dm),type 1 diabetes mellitus (t1dm),by
PMC10710872,saudi arabia,saudi arabia,by
PMC10710872,practice,practice,by
PMC10710872,knowledge,knowledge,by
PMC10710872,attitude,attitude,by
PMC10710872,diabetic retinopathy,diabetic retinopathy,by
PMC10719119,multidisciplinary management,multidisciplinary management,by
PMC10719119,laparoscopic drainage,laparoscopic drainage,by
PMC10719119,surgical intervention,surgical intervention,by
PMC10719119,conservative management,conservative management,by
PMC10719119,angiomyolipoma,angiomyolipoma,by
PMC10719119,spontaneous renal hemorrhage,spontaneous renal hemorrhage,by
PMC10719119,wunderlich syndrome,wunderlich syndrome,by
PMC10716578,tirzepatide,tirzepatide,by
PMC10716578,very low-calorie diet,very low-calorie diet,by
PMC10716578,bariatric surgery,bariatric surgery,by
PMC10716578,twin cycle hypothesis,twin cycle hypothesis,by
PMC10716578,diabetes remission,diabetes remission,by
PMC10720688,hd (hemodialysis),hd (hemodialysis),by
PMC10720688,mineral metabolism,mineral metabolism,by
PMC10720688,erythropoietin,erythropoietin,by
PMC10720688,chronic kidney disease (ckd),chronic kidney disease (ckd),by
PMC10720688,crp: c-reactive protein,crp: c-reactive protein,by
PMC10713388,case report,case report,by
PMC10713388,back pain,back pain,by
PMC10713388,gram-positive anaerobic coccus,gram-positive anaerobic coccus,by
PMC10713388,pyogenic spondylitis,pyogenic spondylitis,by
PMC10713388,parvimonas micra,parvimonas micra,by
PMC10722336,large intestine,large intestine,by
PMC10722336,small intestine,small intestine,by
PMC10722336,comorbidities,comorbidities,by
PMC10722336,viscus organ,viscus organ,by
PMC10722336,peritonitis,peritonitis,by
PMC10722336,perforation,perforation,by
PMC10723756,psoriasis,psoriasis,by
PMC10723756,diabetes mellitus,diabetes mellitus,by
PMC10723756,risk factor,risk factor,by
PMC10723756,meta-analysis,meta-analysis,by
PMC10723756,hypertension,hypertension,by
PMC10703734,type 1 diabetes,type 1 diabetes,by
PMC10703734,type 2 diabetes,type 2 diabetes,by
PMC10703734,diabetic foot,diabetic foot,by
PMC10703734,diabetes mellitus,diabetes mellitus,by
PMC10703734,amputation,amputation,by
PMC10709767,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC10709767,glycemic control,glycemic control,by
PMC10709767,glycosylated hemoglobin,glycosylated hemoglobin,by
PMC10709767,hospital clinic care,hospital clinic care,by
PMC10709767,home healthcare,home healthcare,by
PMC10704061,postoperative complications,postoperative complications,by
PMC10704061,coronary artery bypass surgery,coronary artery bypass surgery,by
PMC10704061,atrial fibrillation,atrial fibrillation,by
PMC10704061,arrhythmias,arrhythmias,by
PMC10704061,hypertension,hypertension,by
PMC10708895,methicillin-resistant staphylococcus aureus,methicillin-resistant staphylococcus aureus,by
PMC10708895,prurigo nodularis,prurigo nodularis,by
PMC10708895,tangier's,tangier's,by
PMC10708895,gram-negative bacteremia,gram-negative bacteremia,by
PMC10708895,infectious aortitis,infectious aortitis,by
PMC10709660,anthropometric parameters,anthropometric parameters,by
PMC10709660,metabolic parameters,metabolic parameters,by
PMC10709660,yoga,yoga,by
PMC10709660,vestibular stimulation,vestibular stimulation,by
PMC10709660,type 2 diabetes,type 2 diabetes,by
PMC10704401,spliceosome mutation,spliceosome mutation,by
PMC10704401,heterozygous carrier,heterozygous carrier,by
PMC10704401,novel mutation,novel mutation,by
PMC10704401,genetic variation,genetic variation,by
PMC10704401,prpf6 gene,prpf6 gene,by
PMC10704401,retinitis pigmentosa,retinitis pigmentosa,by
PMC10704851,wistar rats,wistar rats,by
PMC10704851,diabetic rats,diabetic rats,by
PMC10704851,camellia sinensis,camellia sinensis,by
PMC10704851,theobroma cacao,theobroma cacao,by
PMC10704851,neurohistopathology,neurohistopathology,by
PMC10710317,poor glycemic control,poor glycemic control,by
PMC10710317,saudi arabia systematic review,saudi arabia systematic review,by
PMC10710317,t2dm,t2dm,by
PMC10710317,diabetes mellitus,diabetes mellitus,by
PMC10710317,vitamin d deficiency,vitamin d deficiency,by
PMC10698780,Closed-loop,closed-loop,by
PMC10698780,Pregnancy,pregnancy,by
PMC10698780,Type I diabetes,type i diabetes,by
PMC10698780,Women's experiences,women's experiences,by
PMC10698780,Quality-of-life,quality-of-life,by
PMC10688972,NODDI,noddi,by
PMC10688972,BMI,bmi,by
PMC10688972,GWAS,gwas,by
PMC10688972,WHR,whr,by
PMC10688972,UK Biobank,uk biobank,by
PMC10637786,T2DM,t2dm,by
PMC10637786,DA3-CH,da3-ch,by
PMC10637786,AMPK,ampk,by
PMC10637786,ACC,acc,by
PMC10637772,breast cancer,breast cancer,cc0
PMC10637772,SARS-CoV-2,sars-cov-2,cc0
