pmcid,pmid,doi,licence,licence_source,retrieval_batch,keyword_group_classification_rule,n_confidently_author_keywords,included_in_benchmark_construction
PMC10824543,38288214.0,10.7759/cureus.51349,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e53474731c11c827,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10823194,38288173.0,10.7759/cureus.51283,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e53474731c11c827,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10824704,38292970.0,10.7759/cureus.51357,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e53474731c11c827,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10824705,38292989.0,10.7759/cureus.51356,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e53474731c11c827,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC10823190,38288233.0,10.7759/cureus.51210,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e53474731c11c827,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC10797847,38249240.0,10.7759/cureus.50828,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10810140,38274904.0,10.7759/cureus.51114,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),10,False
PMC10804210,38264396.0,10.7759/cureus.51014,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC10799674,38249253.0,10.7759/cureus.50906,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10793469,38234933.0,10.7759/cureus.50725,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC10800162,38249171.0,10.7759/cureus.50966,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10792707,38234931.0,10.7759/cureus.50714,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10798649,38249213.0,10.7759/cureus.50846,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10811430,38283440.0,10.7759/cureus.51151,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC10808950,38274943.0,10.7759/cureus.51093,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10805624,38269235.0,10.7759/cureus.51049,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC10815781,38283420.0,10.7759/cureus.51173,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC10800029,38249239.0,10.7759/cureus.50935,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10804211,38264369.0,10.7759/cureus.51016,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC10796130,38239519.0,10.7759/cureus.50794,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10810724,38283461.0,10.7759/cureus.51092,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC10794094,38234930.0,10.7759/cureus.50743,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC10817760,38283482.0,10.7759/cureus.51184,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_4c640d298b5a9442,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10788661,38226134.0,10.7759/cureus.50610,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8e0010567c6f1906,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10783959,38213347.0,10.7759/cureus.50409,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8e0010567c6f1906,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10786216,38222130.0,10.7759/cureus.50458,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8e0010567c6f1906,confidently_author only (ambiguous/clearly_not_author excluded),8,False
PMC10787595,38222178.0,10.7759/cureus.50524,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8e0010567c6f1906,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10791138,38229802.0,10.7759/cureus.50686,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8e0010567c6f1906,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC10790598,38229792.0,10.7759/cureus.50663,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8e0010567c6f1906,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10787628,38222165.0,10.7759/cureus.50531,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8e0010567c6f1906,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC10786188,38222179.0,10.7759/cureus.50451,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8e0010567c6f1906,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC10772480,38192918.0,10.7759/cureus.50118,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_858c97badeac6de8,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC10776451,38205484.0,10.7759/cureus.50321,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_858c97badeac6de8,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10777169,38205485.0,10.7759/cureus.50304,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_858c97badeac6de8,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10772310,38192925.0,10.7759/cureus.50163,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_858c97badeac6de8,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10779344,38205471.0,10.7759/cureus.50330,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_858c97badeac6de8,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10781452,38127052.0,10.18632/aging.205347,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_858c97badeac6de8,confidently_author only (ambiguous/clearly_not_author excluded),3,False
PMC10771968,38192911.0,10.7759/cureus.50138,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_858c97badeac6de8,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC10776454,38205498.0,10.7759/cureus.50317,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_858c97badeac6de8,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10769535,38186489.0,10.7759/cureus.50065,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),9,False
PMC10763517,38174171.0,10.7759/cureus.49901,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10771633,38186528.0,10.7759/cureus.50159,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC10764296,38179373.0,10.7759/cureus.49929,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10770577,38186506.0,10.7759/cureus.50085,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10764202,38179375.0,10.7759/cureus.49926,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10771033,38186522.0,10.7759/cureus.50101,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC10771104,38186543.0,10.7759/cureus.50112,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10762880,38174206.0,10.7759/cureus.49896,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC10768942,38186519.0,10.7759/cureus.50051,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10769121,38186410.0,10.7759/cureus.49991,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10770574,38186442.0,10.7759/cureus.50086,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10769865,38186459.0,10.7759/cureus.50075,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10765456,38179344.0,10.7759/cureus.49950,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10765265,38179385.0,10.7759/cureus.49944,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0acdf889e7b6d17c,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10755084,38161911.0,10.7759/cureus.49601,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d49e2461545cd15d,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC10757316,38161870.0,10.7759/cureus.49701,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d49e2461545cd15d,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC10755086,38161917.0,10.7759/cureus.49602,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d49e2461545cd15d,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10755644,38161906.0,10.7759/cureus.49619,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d49e2461545cd15d,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10753265,38156148.0,10.7759/cureus.49538,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d49e2461545cd15d,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10758537,38169768.0,10.7759/cureus.49814,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d49e2461545cd15d,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10757596,38161953.0,10.7759/cureus.49740,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d49e2461545cd15d,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10754713,38161828.0,10.7759/cureus.49598,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d49e2461545cd15d,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10757212,38161885.0,10.7759/cureus.49694,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d49e2461545cd15d,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10757824,38161536.0,10.7759/cureus.49795,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d49e2461545cd15d,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10749406,38146555.0,10.7759/cureus.49374,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b7f8a6c540278269,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC10750114,38149144.0,10.7759/cureus.49414,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b7f8a6c540278269,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10750786,38148890.0,10.5812/ijpr-135315,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b7f8a6c540278269,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10746948,38143594.0,10.7759/cureus.49281,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b7f8a6c540278269,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10749287,38146577.0,10.7759/cureus.49369,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b7f8a6c540278269,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10749684,38146570.0,10.7759/cureus.49351,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b7f8a6c540278269,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10752751,38152822.0,10.7759/cureus.49515,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b7f8a6c540278269,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10749796,38149142.0,10.7759/cureus.49402,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b7f8a6c540278269,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC10750129,38149150.0,10.7759/cureus.49409,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b7f8a6c540278269,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC10748796,38143603.0,10.7759/cureus.49317,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b7f8a6c540278269,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC10751034,38149165.0,10.7759/cureus.49446,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b7f8a6c540278269,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC10748829,38143686.0,10.7759/cureus.49325,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b7f8a6c540278269,confidently_author only (ambiguous/clearly_not_author excluded),5,True
