keyword,canonical_form,cluster_id,freq
EPS characterization,EPS characterization,EPS characterization,1
Ammonium hexachloro-platinate/palladate,Ammonium hexachloro-platinate/palladate,Ammonium hexachloro-platinate/palladate,1
Leaching kinetics and mechanism,Leaching kinetics and mechanism,Leaching kinetics and mechanism,1
Precious metals recycling,Precious metals recycling,Precious metals recycling,1
Spent automobile catalysts,Spent automobile catalysts,Spent automobile catalysts,1
Cost transparency,Cost transparency,Cost transparency,1
Fair price,Fair price,Fair price,1
Food preference,Food preference,Food preference,1
Demand response,Demand response,Demand response,2
Particle swarm optimisation,Particle swarm optimisation,Particle swarm optimisation,4
Sustainable intelligent manufacturing,Sustainable intelligent manufacturing,Sustainable intelligent manufacturing,2
Transition studies,Transition,Transition,94
Product as service model,Product as service model,Product as service model,1
Eco-product,Eco-product,Eco-product,2
DSGE,DSGE,DSGE,1
regional economy,Regional economy,Regional economy,9
Behavioral theories,Behavioral theories,Behavioral theories,1
Shared mobility,Shared mobility,Shared mobility,3
Monocarbamide dihydrogen sulfate,Monocarbamide dihydrogen sulfate,Monocarbamide dihydrogen sulfate,1
Nitrogen losses,Nitrogen losses,Nitrogen losses,1
Nitrous oxide emissions,Nitrous oxide emissions,Nitrous oxide emissions,3
Urea,Urea,Urea,10
Bulky plastic waste,Bulky plastic waste,Bulky plastic waste,1
Mechanical property,Mechanical properties,Mechanical properties,177
WPC manufacturing,WPC manufacturing,WPC manufacturing,1
Environmental accounting,Environmental sustainability,Environmental sustainability,1324
Topic burst,Topic burst,Topic burst,1
All-solid-state batteries,All-solid-state batteries,All-solid-state batteries,1
Benefit,Benefits,Benefits,17
Co-operatives,Cooperatives,Cooperatives,12
Community,community,community,12
Ecologies of value,Ecologies of value,Ecologies of value,1
Localism,Localism,Localism,2
Mutuals,Mutuals,Mutuals,1
EU bioeconomy strategy,EU bioeconomy strategy,EU bioeconomy strategy,1
Monitoring framework,Monitoring framework,Monitoring framework,9
environmental information,Environmental sustainability,Environmental sustainability,1324
green consumer behaviour,Green consumer behaviour,Green consumer behaviour,2
Mechanical Biological Treatment,Mechanical-biological treatment,Mechanical-biological treatment,5
Refuse derived fuel,Refuse-derived fuel,Refuse-derived fuel,16
Biased technological progress,Biased technological progress,Biased technological progress,1
Industrial structural change,Industrial structural change,Industrial structural change,1
Anticorrosive,Anticorrosive,Anticorrosive,1
Corrosive inhibitor,Corrosive inhibitor,Corrosive inhibitor,1
Cyclophosphamide,Cyclophosphamide,Cyclophosphamide,1
EDXRF,EDXRF,EDXRF,1
Natural product,Natural products,Natural products,13
Aged bitumen,aged bitumen,aged bitumen,3
Ageing resistance,Ageing resistance,Ageing resistance,1
Modified binders,Modified binders,Modified binders,1
Recycled mixtures,Recycled mixtures,Recycled mixtures,1
Rejuvenator,Rejuvenator,Rejuvenator,8
allocation,Allocation,Allocation,8
ammonium sulfate,ammonium sulfate,ammonium sulfate,3
fertilizer,Fertilizer,Fertilizer,108
Granite powder,Granite powder,Granite powder,1
Statistical factorial design,Statistical factorial design,Statistical factorial design,1
Waste minimisation,Waste minimisation,Waste minimisation,5
Acid production,Acid production,Acid production,1
Bipolar membrane electrodialysis,Bipolar membrane electrodialysis,Bipolar membrane electrodialysis,6
Concentrates valorization,Concentrates valorization,Concentrates valorization,1
Photovoltaic solar energy,Photovoltaic,Photovoltaic,70
Calcined paper mill sludge,Calcined paper mill sludge,Calcined paper mill sludge,2
Lifetime distribution,Lifetime distribution,Lifetime distribution,1
Index Terms—Industry 4.0,Index Terms—Industry 4.0,Index Terms—Industry 4.0,1
Intelligent systems,Intelligent systems,Intelligent systems,1
Internet of Things (IoT),Internet of things,Internet of things,91
"Recycling, information marketplace, sustainability","Recycling, information marketplace, sustainability","Recycling, information marketplace, sustainability",1
Energy symbiosis,Energy symbiosis,Energy symbiosis,3
Environmental objective,Environmental objectives,Environmental objectives,2
Social value preference,Social value preference,Social value preference,1
Sustainability pillars,Sustainability pillars,Sustainability pillars,1
Waste input–output analysis,Waste input–output analysis,Waste input–output analysis,2
Nanoclay,nanoclay,nanoclay,4
Acidic shock,Acidic shock,Acidic shock,1
Conductive materials,Conductive materials,Conductive materials,2
Thin stillage,Thin stillage,Thin stillage,4
renewable monomers,renewable monomers,renewable monomers,1
reversible deactivation radical polymerization,reversible deactivation radical polymerization,reversible deactivation radical polymerization,1
Brexit,Brexit,Brexit,2
Orders of worth,Orders of worth,Orders of worth,1
Policy turbulence,Policy turbulence,Policy turbulence,1
Dietary fiber,Dietary fiber,Dietary fiber,17
Bio-based surfactant,Bio-based surfactant,Bio-based surfactant,1
Detergent formulation,Detergent formulation,Detergent formulation,1
Radiocarbon,Radiocarbon,Radiocarbon,1
biomass waste,Biomass,Biomass,372
torrefaction,Torrefaction,Torrefaction,31
agent-based simulation,agent-based simulation,agent-based simulation,3
strategy management,strategy management,strategy management,1
Eco-efficient refurbishment,Eco-efficient refurbishment,Eco-efficient refurbishment,1
Agricultural quality,Agricultural quality,Agricultural quality,1
Organic amendments,Organic amendment,Organic amendment,18
Byproduct recycling,Byproduct recycling,Byproduct recycling,1
Metallic powder,Metallic powder,Metallic powder,1
Powder metallurgy,Powder metallurgy,Powder metallurgy,6
Reinforcement,Reinforcement,Reinforcement,8
End-of-life materials,End-of-life materials,End-of-life materials,1
Glass fibers,Glass fibers,Glass fibers,7
Liquid deposition modeling,Liquid deposition modeling,Liquid deposition modeling,2
Circular cement-based products,Circular cement-based products,Circular cement-based products,1
Concrete recycling technologies,Concrete recycling technologies,Concrete recycling technologies,1
EoL concrete recycling,EoL concrete recycling,EoL concrete recycling,1
Recovered SCM,Recovered SCM,Recovered SCM,1
Reduction of greenhouse gases,Reduction of greenhouse gases,Reduction of greenhouse gases,1
Membrane reactor,Membrane reactor,Membrane reactor,2
Materialization stage,Materialization stage,Materialization stage,1
Natural fibres,Natural fibres,Natural fibres,12
Second-life composite,Second-life composite,Second-life composite,1
Soybean oil,Soybean,Soybean,11
Animal feeding,Animal feeding,Animal feeding,3
Fish meal,fishmeal,fishmeal,4
Soybean meal,soybean meal,soybean meal,3
Worms,Worms,Worms,3
Analytic network process,Analytic network process,Analytic network process,2
Decision-making trial and evaluation laboratory,decision-making trial and evaluation laboratory (DEMATEL),decision-making trial and evaluation laboratory (DEMATEL),12
Importance-performance analysis,Importance-performance analysis,Importance-performance analysis,1
Water systems,Water systems,Water systems,14
Green Jobs,Green jobs,Green jobs,14
Hybrid foams,Hybrid foams,Hybrid foams,1
Lightweight material,Lightweight aggregate,Lightweight aggregate,35
Microtomography,Microtomography,Microtomography,2
Polysiloxanes,Polysiloxanes,Polysiloxanes,2
Urban experimentations,Urban experimentations,Urban experimentations,2
Urban living labs,Urban living lab,Urban living lab,11
circular consumption,Circular economy,Circular economy,14811
market competitiveness,market competitiveness,market competitiveness,2
MB-Loaded biochar,MB-Loaded biochar,MB-Loaded biochar,1
Waste fallen leaf,Waste fallen leaf,Waste fallen leaf,1
Biogas energy recovery,Biogas energy recovery,Biogas energy recovery,1
Large cities,Large cities,Large cities,1
Municipal sewage treatment,Municipal sewage treatment,Municipal sewage treatment,1
carbon emissions,Carbon emissions,Carbon emissions,83
planetary health,planetary health,planetary health,3
sustainable dentistry,sustainable dentistry,sustainable dentistry,1
attitude,Attitude,Attitude,26
behavior,Behavior,Behavior,5
consumer,Consumers,Consumers,67
environmental labels,environmental labels,environmental labels,1
production processes,Production processes,Production processes,5
barriers and strategies,Barriers and strategies,Barriers and strategies,2
Building deconstruction sustainability circular economy model,Building deconstruction sustainability circular economy model,Building deconstruction sustainability circular economy model,1
Gross fixed capital formation,Gross fixed capital formation,Gross fixed capital formation,2
Material decoupling,Material decoupling,Material decoupling,1
Coal power plant,Coal power plant,Coal power plant,2
Paradigm shift,Paradigm shift,Paradigm shift,6
Efficiency analysis,Efficiency analysis,Efficiency analysis,2
European countries,European countries,European countries,13
Basic-oxygen-furnace slag,Basic oxygen furnace slag,Basic oxygen furnace slag,4
Dredged sediment,Dredged sediment,Dredged sediment,11
Lightweight aggregates,Lightweight aggregate,Lightweight aggregate,35
Metal stability,Metal stability,Metal stability,1
Waste glass,Waste plastic,Waste plastic,82
Eco-technologies,Ecotechnology,Ecotechnology,7
Industry ecology,Industry ecology,Industry ecology,1
Inter-regional circulation,Inter-regional circulation,Inter-regional circulation,1
Spatial distribution,Spatial distribution,Spatial distribution,4
Fish waste hydrolysate,Fish waste hydrolysate,Fish waste hydrolysate,1
Plankton,Plankton,Plankton,1
Shrimp aquaculture,Shrimp aquaculture,Shrimp aquaculture,1
Waste recycle,Waste recycling,Waste recycling,123
BHET yield,BHET yield,BHET yield,1
Highly dispersed nanoparticles,Highly dispersed nanoparticles,Highly dispersed nanoparticles,1
Layered double hydroxides,Layered double hydroxides,Layered double hydroxides,7
Non-thermal DBD plasma,Non-thermal DBD plasma,Non-thermal DBD plasma,1
PET conversion,PET conversion,PET conversion,1
distilled vinasses,distilled vinasses,distilled vinasses,1
ion-exchange membranes,Ion exchange membrane,Ion exchange membrane,10
tartaric salts,tartaric salts,tartaric salts,1
Circular innovations,Circular innovation,Circular innovation,14
Foresight,Forestry,Forestry,23
Arabinoxylans,Arabinoxylan,Arabinoxylan,4
Biopolymer-based packaging,Biopolymer-based packaging,Biopolymer-based packaging,1
Cereal and by-products,Cereal and by-products,Cereal and by-products,1
Dietary fibres,dietary fibre,dietary fibre,8
New product development (NPD),New product development (NPD),New product development (NPD),2
Recycling chain,Recycling,Recycling,1899
latent class analysis,latent class analysis,latent class analysis,2
Lactobacillus paracasei,Lactobacillus paracasei,Lactobacillus paracasei,1
Pork fat,Pork fat,Pork fat,1
Cost-effective analysis,Cost-effective analysis,Cost-effective analysis,1
End-of-life photovoltaic,End-of-life photovoltaic,End-of-life photovoltaic,3
techno-economic analysis,Techno-economic analysis,Techno-economic analysis,132
hydrothermal hydrolysis,hydrothermal hydrolysis,hydrothermal hydrolysis,1
terephthalic acid,Terephthalic acid,Terephthalic acid,7
circular regulations,circular regulations,circular regulations,1
governance,Governance,Governance,61
government interventions,government interventions,government interventions,6
land restoration,land restoration,land restoration,1
policy frameworks,Polymers,Polymers,115
Consumer electronics,consumer perception,consumer perception,20
Consumer value,Consumer values,Consumer values,3
Aircraft,Aircraft,Aircraft,2
Sustainable transportation,Sustainability,Sustainability,5297
Circular development,circular development,circular development,5
spatial planning,spatial planning,spatial planning,10
Configuration indicators,Configuration indicators,Configuration indicators,1
Organisational life cycle,Organisational life cycle,Organisational life cycle,1
Qualitative comparative analysis,Qualitative comparative analysis,Qualitative comparative analysis,2
Biorefining process,Biorefining process,Biorefining process,1
Specialty products,Specialty products,Specialty products,1
Bioactive additives,Bioactive additives,Bioactive additives,1
Chestnut spiny burs,Chestnut spiny burs,Chestnut spiny burs,1
Polyphenol-rich extracts,Polyphenol-rich extracts,Polyphenol-rich extracts,1
Pullulan films,Pullulan films,Pullulan films,1
Roasted hazelnut skins,Roasted hazelnut skins,Roasted hazelnut skins,1
District heating,District heating,District heating,7
North-west Italy,North-west Italy,North-west Italy,1
Environmental characteristics,Environmental characteristics,Environmental characteristics,1
Environmental politics,Environmental sustainability,Environmental sustainability,1324
Bio-circular economy: Bio-refinery,Bio-circular economy: Bio-refinery,Bio-circular economy: Bio-refinery,1
Bio-fuels,Biofuels,Biofuels,182
CO<sub>2</sub> Sequestration,CO<sub>2</sub> emissions,CO<sub>2</sub> emissions,234
Tokens,Tokens,Tokens,2
Chitin nanofibrils,Chitin nanofibrils,Chitin nanofibrils,7
Skincare,skincare,skincare,5
Automatic identification,Automatic identification,Automatic identification,2
Green buildings,Green building,Green building,26
