keyword,frequency
Hyper-parameter optimizations,2
KEGG,2
propionic acid fermentation,2
Syntrophomonas,2
acrylic acid resin,2
single walled nanotube,2
acetoacetic acid,2
chelate,2
Avocado seed,2
Ultra-violet light,2
UV blocking,2
sulfite,2
ammonium phosphate,2
Wood construction,2
Gradient energy,2
Salinity gradient energy,2
Archaea,2
Halobacteriaceae,2
Archaeon,2
Bioremediation technologies,2
Monte carlo,2
Sporting goods,2
Plastic toys,2
Manufactured aggregate,2
hemifacial atrophy,2
Economy growth,2
Co-cultivation,2
logit analysis,2
waste gas management,2
Meta-synthesis,2
Natural gas supply,2
Biochemical conversion,2
Decentralized energy,2
Insecticides,2
Agrochemical pollution,2
Glyphosates,2
pumice,2
Soft computing approaches,2
Egg Yolk,2
egg yolk,2
Kinki,2
Secretome,2
Algal biorefinery,2
Oil resource,2
beta glucan hydrolase,2
grape must,2
Dye molecule,2
Water desalination,2
Innovative techniques,2
Warpages,2
Waste forecasting,2
Regression coefficient,2
Hybrid polymer composite,2
probiotics,2
Batch operation,2
EPDM rubber,2
Data envelopment,2
thermomechanics,2
Photo oxidation,2
ZnO,2
Dots,2
Nitrogen-doped carbons,2
Brunei Darussalam,2
inhomogeneity,2
Strength loss,2
Social systems,2
Hybrids material,2
Black Sea,2
Agronomic values,2
Bacillus spp,2
Bacillus spp.,2
vegetative growth,2
thermophile,2
Particle technology,2
Barley,2
DEA-SBM,2
U-shaped,2
Water glass,2
Zeolite-Y,2
Biological materials preservation,2
Hybrid method,2
Bio-based product recovery,2
Ultra-high,2
Extraction wastes,2
Waste impacts,2
Delivery methods,2
Mediterranean sea,2
Extraterrestrial Environment,2
Sor Trondelag,2
copper zinc superoxide dismutase,2
Network models,2
amino acid metabolism,2
Weissella,2
Least squares support vector regression,2
Oxidative torrefaction,2
gentrification,2
photography,2
Color measurements,2
Sensory qualities,2
political participation,2
Acid separation,2
Lignocellulosic fibres,2
Aesculus,2
Emissions Trading Scheme,2
Intensity target,2
Detailed models,2
Single cell oil,2
Bottom up methods,2
Oil drilling,2
Diesel production,2
Shrinkproofing (textiles),2
Sustainable application,2
Reverse chain,2
Furfural residues,2
Glycerol pretreatment,2
Language model,2
Environment economics,2
Socio economies,2
Potable reuse,2
Lithium deposits,2
Lactulose,2
lactulose,2
Co-utilization,2
Liquid-fuel production,2
Copolyesters,2
L-lactic acids,2
Trace metal,2
Klebsiella,2
Inventory database,2
Network structures,2
Structure analysis,2
Marine protected area,2
Reactor designs,2
Time-temperature,2
Waste coffees,2
Human economics,2
etiology,2
Condensed phase,2
Condensed phasis,2
convenience sample,2
Decoloration,2
Biobased fuels,2
Potassium oxide,2
Recycled aluminum,2
CO2 methanation,2
Solar assisted,2
Sunlight irradiation,2
anemia,2
Field studies,2
Substrate utilization,2
leaf surface,2
shorebird,2
Quantum dot,2
Aluminum Hydroxide,2
Aircraft fueling,2
Aviation sector,2
Electron Transport,2
Direct interspecies electron transfer,2
Electrically conductive,2
Data-mining techniques,2
Frost resistance,2
Customer values,2
Management assessment,2
Mendelevium,2
kernel method,2
Circular economy policy,2
stirring speed,2
Debonding on demand,2
L-lactide,2
Poly-l-lactic acids,2
Gujarat,2
Seasonal analysis,2
Final energy,2
Track structure,2
Iron catalysis,2
Jeddah,2
Makkah [Saudi Arabia],2
Foamed rubber,2
Foamed polyurethane,2
Aluminum castings,2
Carbody,2
Induction,2
Lightweight structures,2
Hemp concretes,2
disulfide,2
Masonry mortars,2
Educational institutions,2
Pet fibres,2
Activated silica treatment,2
Ocean dumping,2
hydrocarbon resource,2
osmium,2
Hot rolled steel,2
Industrialized construction,2
Laminated veneer lumber,2
Battery regeneration,2
Non-intrusive,2
Metal dissolution,2
monovalent cation,2
membrane transport,2
Monomerics,2
Research laboratories,2
Green water,2
Cooking process,2
Sludge cake,2
Surface discharges,2
Reactor systems,2
Hydraulic mining,2
Space requirements,2
Toxic gas,2
Resource substitution,2
Smart circular economy,2
Focus Groups,2
Silesia,2
Information-gap,2
information gap,2
Pressurized liquid extraction,2
Plant,2
benzopyran derivative,2
ferritin,2
anion exchange chromatography,2
E-factor,2
Macromolecular chemistry,2
Nanochitin,2
Side stream valorization,2
Chlorinated solvent,2
Crystals structures,2
Political economy,2
urethan,2
Maleic anhydride-grafted polypropylenes,2
Polyolefin waste,2
Ore deposits,2
Innovation clusters,2
Cell Wall,2
Β-glucan,2
Biomass logistics,2
Olive oil waste,2
boundary,2
Equipment life,2
Magnetic levitation vehicles,2
Emotional intelligence,2
Tennis balls,2
Clay catalysts,2
Focal points,2
Liquid yield,2
Oxygen furnaces,2
Steel waste,2
Green financing,2
Reconfigurable manufacturing,2
Sources,2
arabinogalactan,2
phosphate acetyltransferase,2
sweetening agent,2
Waste cardboard,2
Bacillus pumilus,2
Clostridium butyricum,2
Gluconobacter oxydans,2
Klebsiella oxytoca,2
Lactobacillus brevis,2
Meyerozyma guilliermondii,2
Municipal solid waste stream,2
Objects detection,2
Cobalt metallurgy,2
Revenue generation,2
Particle reinforced composites,2
Vanadium alloys,2
High-voltages,2
Operating Rooms,2
Cashew nut,2
Fossils,2
Application rates,2
Design for circular economy,2
Plasma arc melting,2
H2-rich syngas,2
product yield,2
Flow reactors,2
flora,2
Unit cost,2
Ciprofloxacin,2
Reconfiguring capability,2
Seizing capability,2
Sensing capability,2
Sustainable end-of-life management,2
flavan derivative,2
nitroprusside sodium,2
sucralose,2
superoxide,2
blood pressure,2
chocolate,2
endothelial dysfunction,2
mesenteric artery,2
pathophysiology,2
Oxygenases,2
Ribulose,2
employment status,2
Sambucus,2
Antifungals,2
Fishing industry,2
extreme weather,2
Maritime sector,2
Organizational factors,2
Uncertain environments,2
Ion exchangers,2
Circular business,2
Chemical Reactions,2
hydrogenotrophic methanogenesis,2
Demand information,2
Aluminum Chloride,2
Functional Prototypes,2
Layer thickness,2
Scanning speed,2
Coprecipitation,2
Iron analysis,2
Yerba mate waste,2
Hydrotalcites,2
Corporate level,2
Explosives detection,2
Phosphate beneficiation,2
peripheral region,2
Life cycle emissions,2
Rockwell hardness,2
Technology optimization,2
Microchannels,2
Pozzolanic reactivity,2
Decentralized systems,2
Dairy wastes,2
Fundamental concepts,2
Ionization of liquids,2
Nanoreactors,2
Non-recyclable plastic waste,2
Azolla filiculoides,2
thiol derivative,2
matrix effect,2
Solvent fractionation,2
Rhizosphere microbial communities,2
Emission calculation,2
High salinity,2
caftaric acid,2
coutaric acid,2
gallocatechin,2
kaempferol derivative,2
malvidin chloride,2
petunidin 3 glucoside,2
procyanidin B2,2
procyanidin derivative,2
bitter taste,2
sensory evaluation,2
Titanium Dioxide,2
nanoanalysis,2
Top management commitment,2
Metal manufacturing,2
Synthesis conditions,2
Glass microspheres,2
Backfill,2
Thermoplastics (elastomers),2
Energyusing products (EuP),2
element mobility,2
Environmental design,2
cogeneration,2
Emission trading systems,2
G-20 country,2
Embankments,2
Retaining walls,2
ambiguity,2
Montana,2
Cellulose extraction,2
Bali,2
Lesser Sunda Islands,2
Coastal management,2
community participation,2
Oleic acid,2
PVC flooring,2
Resistome,2
Sludge reuse,2
diversity index,2
shotgun sequencing,2
Recovery stages,2
Nylon textiles,2
Nylon fibre,2
Bio-based films,2
Belt and road initiative,2
Measurement model,2
Southern Brazil,2
fragmentation,2
Microwave antennas,2
Carbon fillers,2
Climate finance,2
Cognitive mapping,2
Sampling method,2
clinical decision making,2
Eco concrete,2
Masonry Blocks,2
ocean dumping,2
Carbon fibers reinforced epoxy composites,2
One-part geopolymer,2
water splitting,2
Single-use packaging,2
Life cycle optimization,2
Multi-walled-carbon-nanotubes,2
Methylation,2
Food by-product valorization,2
Navigation,2
Electric devices,2
One health,2
4 aminobutyric acid A receptor,2
nootropic agent,2
trolox C,2
total antioxidant capacity,2
Pasteurization,2
Non-thermal processing,2
intracellular space,2
Public health issues,2
Schwertmannite,2
Layers,2
Passivity,2
Solar Cells,2
diethylenetriamine,2
dioxane,2
ethanolamine,2
proton transport,2
Roof-tiles,2
Insect protein,2
amphotericin B,2
propofol,2
hospital pharmacy,2
post hoc analysis,2
university hospital,2
Carnauba wax,2
Adsorbers,2
Bullseye,2
Solid polymer electrolytes,2
cholesterol blood level,2
digestive system,2
intestine villus,2
Policy evaluation,2
Tensile,2
Oxidation reactions,2
quinone derivative,2
Functional design,2
Surface Tension,2
Urban and rural,2
Theory model,2
Product life cycle assessment,2
Deterministics,2
Different growth stages,2
Conventional fuel,2
Fashion waste,2
Duckweed biomass,2
Temperature variation,2
Carpet,2
Plant-based protein,2
Self-sufficiency,2
disease association,2
infiltration,2
Bonding strength,2
Poly(ionic liquid)s,2
Anodic chambers,2
Hospital wastewater,2
hexose,2
darkness,2
Halide perovskites,2
Impedance,2
Gadolinium,2
Gadolinia,2
Leather manufacturing,2
Retention capacity,2
Chloride leaching,2
drug marketing,2
Heavy Fuel-Oil,2
Residential and commercial,2
Triangulation,2
Molding applications,2
Lens Plant,2
interleukin 1,2
phloretin,2
guinea pig,2
ileum,2
Aroma,2
Gaschromatography-mass spectrometry,2
Smartpls,2
Alkanolamines,2
Alkanesulfonic Acids,2
alkanesulfonic acid,2
Ion-exchange resins,2
PFAS,2
Heterogeneous data,2
Material content,2
Delayed-Action Preparations,2
delayed release formulation,2
Magnesium castings,2
Low-grade MgO,2
Anionic polymerization,2
Animal welfare,2
Precision-farming,2
3-Hydroxybutyrate,2
Critical goal,2
health care access,2
Citizen science,2
Urban centers,2
Wooden structure,2
Vitamin E,2
protein quality,2
radiation absorption,2
Simulation based approaches,2
Design support,2
Product-as-a-service,2
Inhibition,2
Fiber properties,2
Strategic frameworks,2
Harmonisation,2
Prompt gamma neutron activation analysis,2
waste of electrical and electronic equipment,2
Replacement costs,2
biological treatment,2
Biodegradable food packaging,2
Potential tool,2
nitrogen metabolism,2
Urtica dioica,2
Germaniums (Ge),2
Multielements,2
Spent nuclear fuels,2
Nitrogen-doped,2
Sulphation,2
diethyltoluamide,2
Water service,2
quadrupole mass spectrometry,2
Electronics manufacturers,2
Technical expertise,2
Productivity gain,2
Solidification/stabilization,2
Food webs,2
Voltammetric investigation,2
Mollusc shells,2
soil cover,2
Glycosylation,2
animal scales,2
Bio-inspired materials,2
Covalent organic frameworks,2
bilirubin,2
hematocrit,2
hematological parameters,2
mean corpuscular hemoglobin,2
mean corpuscular hemoglobin concentration,2
mean corpuscular volume,2
monocyte,2
sperm quality,2
spermatozoon motility,2
Latent thermal energy storages,2
Diamond electrode,2
Gaseous Fuel,2
Inflation,2
Urea fertilizers,2
Aqueous carbonation,2
Carbonation process,2
Precipitated calcium carbonate,2
Body fluids,2
Circular economy hierarchy,2
vaccine,2
aboveground biomass,2
Key determinants,2
D-band centers,2
Methyl formate,2
Trimetallic,2
oxygen saturation,2
Reduction coefficient,2
Ceramic membranes,2
ITS Services,2
Wind energy industry,2
protonation,2
wear,2
Sugar foams,2
Product markets,2
Animal foods,2
Recycling food waste,2
Ceramic tile,2
1-ethyl-3-methylimidazolium acetates,2
Incubation time,2
Primary feedstocks,2
Pathway,2
Waste landfill,2
Bioflocs,2
dibenzodioxin derivative,2
Persistent organic pollutant,2
Monophenol Monooxygenase,2
blueberry,2
physiological process,2
Antibiotic removal,2
Reusable materials,2
Oil phase,2
Ningxia Huizu,2
Upward trend,2
lithium cobalt oxide,2
Atomic-absorption spectrometry,2
Private households,2
Dithioacetals,2
Eumelanins,2
Insulating oil,2
Oil filled transformers,2
Oil recycling,2
Polychlorinated biphenyl,2
UV-visible,2
Crystal orientation,2
Aquatic life,2
Carbon fuels,2
Utilization strategy,2
Emissions policies,2
tuna fishery,2
allyl isothiocyanate,2
mustard,2
cracking (fracture),2
water loss,2
Biopulping,2
Pharmaceutical and personal care product,2
Combustion efficiencies,2
Gasoline fuels,2
Performance and emissions,2
Hydroprocessing,2
Iron nanoparticles,2
Cathode-ray tube,2
Computed tomography,2
Zn 2+,2
Energy parameters,2
Crystallites,2
Enzymatic methods,2
Logarithmic mean,2
Logarithmic mean divisia index,2
Polymerization catalysts,2
Photoelectron spectroscopy,2
Vanadium pentoxide,2
Thermodynamic data,2
Flexible foams,2
Polyurethane coatings,2
Styrene monomer,2
Net zero emission,2
Institutional qualities,2
Sustainable human development,2
Trade openness,2
Social Media,2
Social media datum,2
Practical guidance,2
Midlands [Zimbabwe],2
Zvishavane,2
Synergy effect,2
Natural carbons,2
Urban renewal,2
Ecological compensation,2
Best fit,2
Anchoisoil,2
Omega-3,2
Waste extraction,2
unmanned aerial vehicle,2
Nanomaterial synthesis,2
Awareness of the circular economy,2
Intrinsic factors,2
Drinking water treatment plants,2
Echela utilization,2
Foaming,2
Byproduct reuse,2
Methanol to olefin,2
Pulp and paper mill sludge,2
additive effect,2
Consumer role,2
Optical character recognition,2
Key materials,2
Structural decomposition analysis,2
Cobalt ion,2
Occupational safety,2
Fiber reinforcement (e),2
Polyphenylene sulfides,2
National cultures,2
Isotherm modeling,2
Ni 2,2
iodate,2
Electrohydrodynamics,2
Physicochemical methods,2
aquaculture method,2
Modified cellulose,2
Oxygen Carrier,2
Concrete materials,2
Melt blending,2
Melt-compounding,2
Low temperature performance,2
Biomethanization,2
Aluminosilicate materials,2
Zeolitic materials,2
Open-looped recycling,2
heterogeneous catalysis,2
Metal surfaces,2
Off-gases,2
Technical difficulties,2
Shock waves,2
Wave propagation,2
Ion separation,2
Response surface modelling,2
Shock-waves,2
MDA-MB-231 cell line,2
Attractive strategies,2
Cobalt-based catalysts,2
Space time yield,2
Catalytic hydrolysis,2
Poly (butylenes succinate),2
Waste cotton,2
Waste cotton fabrics,2
black pepper,2
Glassfiber reinforced polymers (GFRP),2
pedestrian,2
Intermetallics,2
Recovery scheme,2
Shelf Life,2
Cold sintering,2
Substrate loading,2
cyanidin chloride,2
conservation status,2
Multilayers perceptrons,2
Waste remediation,2
Chitin-chitosan,2
Vehicle electrifications,2
electrical parameters,2
"Amino Acids, Diamino",2
diamino acid,2
Chemolithoautotroph,2
British Standards,2
Code of practice,2
Code of practice & standard,2
building code,2
Thermodynamic behaviors,2
Spinel,2
Rare earth oxide,2
Fourier transform ion cyclotron resonance mass spectrometry,2
Fourier-transform ion cyclotron resonance mass spectrometry,2
fourier transform ion cyclotron resonance mass spectrometry,2
Humulus,2
Comparative experiments,2
Humulu lupulu,2
perylene,2
abrasion resistance,2
Carboxylate,2
Multi-attributive border approximation area comparison,2
Q-rung orthopair fuzzy set,2
Social economy,2
barrier (equipment),2
bridge construction,2
Titania oxides,2
Convergence of numerical methods,2
Converter slags,2
Adsorption rates,2
Chemical solvents,2
Design of experiment methodology,2
Decentralized wastewater treatment,2
Automobile suspensions,2
Carbon-fibre reinforced plastics,2
Polluting materials,2
Nitrogen-cycling,2
Film production,2
United state,2
Social equity,2
Monovalent ions,2
Gaseous streams,2
Organic/inorganic,2
Retardance,2
Bombicola,2
glucose intake,2
degree of polymerization,2
Resource recycle,2
Ecological protection,2
Recycled tire steel fiber,2
Tyre steel,2
Evaluation methodologies,2
identification key,2
root vegetable,2
Insect farming,2
Bio-waste management,2
