keyword,frequency
Quercus cerris engineered wood,1
ISB Model,1
Sustainable feedstocks,1
Chainsaw,1
Sharing platform,1
Thermoelectric modules,1
Toxicity and scarcity,1
comprehensiveness in the CE,1
copos descartáveis (CSU),1
Economia circular (CE),1
Economía circular (EC),1
integralidad en la EC,1
integralidade em CE,1
producción y consumo soste-nible,1
produção e consumo sustentáveis,1
single-use glasses (SUG),1
vasos de único uso (VSU),1
Design brief,1
Internship programme,1
Ecotoxicity assay,1
Metallic trace elements,1
Mechanically deboned chicken meat (MDCM) by-product,1
LLMC position,1
LLMC steps,1
Membrane drying,1
Streams inputs,1
Basic research,1
Aqueous extracts,1
Natural farming,1
Forest-wood chain,1
Bioelectricity generation,1
Wastewater reduction,1
anticancer agents,1
recycled nanomaterials,1
Curricula,1
HEI,1
Interdisciplinary projects,1
Project funding,1
Twinning projects,1
Ukrainian Green Deal,1
proximity analysis,1
ready-mix concrete,1
sugarcane bagasse ash,1
Gravimetric composition,1
Brand names,1
Cognitive onomastics,1
Finnish,1
Public management,1
building materials from waste,1
informal housing,1
value delivery,1
Plastic bag tax,1
Single-use plastic bags,1
faith-based environmental movements,1
PET plastic bottles,1
Cellulose waste,1
Colorimetric sensor,1
Board Practices,1
New Finance,1
Coefficient of thermal conductivity,1
Expanded-clay aggregates,1
Frost resistance,1
Structure formation,1
Aluminothermy,1
alkali hydrolysis,1
Ceramic materials,1
Fabric friction,1
Fabric tribology,1
Textile machinery,1
pre-treatments,1
Copper melting slag,1
natives and adopters,1
system shift,1
house fly,1
lesser mealworm,1
Designer biochar,1
data driven analysis,1
fuzzy delphi method,1
Sustainable industrial and operation engineering,1
peptidomic,1
energy intensity class,1
energy sources,1
energy waste recycling,1
polymer products,1
production waste,1
Holistic change,1
Textile production,1
Fuzzy evaluation method,1
Fuzzy sets theory,1
material stock and flow accounting,1
urban socioeconomic metabolism,1
Ash quality,1
Meat–bone meal,1
Phosphorite,1
Thermal utilisation,1
Fracture,1
Circularity requirements,1
Creative design,1
Paramylon,1
creosote,1
polyaromatic hydrocarbons,1
renewable and low-carbon energy,1
Chitinous products,1
Cradle to gate life cycle assessment,1
Fungal-like-adhesive materials,1
Rigid polyurethane foam,1
Cement bag,1
FiberBoard,1
Reclaimed kraft paper,1
Recycled reinforcing fibers,1
Corn stream,1
nutritional supplement,1
Innovative development,1
Innovative energy,1
Innovative potential,1
fashion education,1
Nature‐based solutions,1
Regenerative design and development,1
Urban bioeconomy,1
Cellulose films,1
Snail slime,1
MOF,1
barriers and enablers,1
sustainable business transformation,1
Adaptive regeneration,1
Circular regeneration,1
Polarization process,1
RO,1
RO membrane,1
Wastewater recycle,1
blasting,1
"circular economy, ecodesign",1
descending benching,1
raise-boring,1
shaft-tunnel,1
tunnel,1
Building Strategies,1
Construction Sector,1
6R,1
pinch technology,1
Pulverous ferrous waste,1
Green steel,1
‘Greenhouse gas’ emissions,1
Chloride solutions,1
Platinum group metals (PGM),1
Quaternary salts,1
Fuzzy AHP-TOPSIS,1
Multi objective programming,1
Cultural landscapes,1
Environmental sociology,1
Heritage conservation,1
Multifunctional agriculture,1
Magnetic fraction,1
Microspheres,1
Unburned coal,1
Resource modification,1
Value creation and delivery,1
Virtual power plant,1
Summative content analysis,1
Earth building,1
Industrial waste products,1
Building construction,1
smart farming,1
Global material cycles,1
Biomedical plastic waste,1
COVID 19,1
Single used plastics,1
UNEP,1
Detailed hydrocarbon analysis,1
GC-VUV,1
Liquid hydrocarbon streams,1
Plastics circular economy,1
Pyrolysis oils,1
Healthcare economics,1
Hospital costs,1
Bottom-up accounting,1
Material flows and stocks,1
sustainable supply chain management (SSCM),1
eco-sustainability,1
hempcrete,1
Industrial recycling processes,1
growth parameters,1
oil waste,1
Material cycles,1
Technomass,1
Urban ecosystem,1
Intrapreneurship,1
Organizational citizenship behavior Towards the environment,1
Carbon Capture and Storage (CCS),1
Carbon Capture and Utilisation (CCU),1
construction project,1
Convenient equation,1
Low-value material,1
Spatial density,1
Blowfly,1
Calliphoridae,1
Meat processing waste,1
Pre-oxidation,1
Customer relationship management (CRM),1
Integrated information,1
Key performance indicators (KPI),1
Manufacturer's knowledge,1
Provider's proactivity,1
Technology and innovation,1
Halomonas elongata,1
polyhydroxy-butyrate,1
renewable source,1
Intellectual property rights,1
Private law,1
Utilitarian and social planning theories,1
GC/MS,1
Behavior intention,1
Perceived risk,1
Product attitude,1
Upcycled clothing,1
Free-floating bike sharing,1
Production lifetime extension business model,1
Flaxseed oil,1
Flaxseed oil cake,1
α-linolenic acid,1
Packing recycling,1
Coffee wastes,1
Plant substrate,1
Multiple logistic regression,1
Sustainable development factor analysis,1
participant science,1
Lithium-Ion Batteries,1
Medium enterprises,1
Small,1
Gypsum plasterboards,1
Recycled gypsum,1
Spent slurry,1
VFAs,1
Weed biomass,1
Business policy,1
Systems-thinking experimentation,1
Environmental health policy,1
Public health policy,1
Research field,1
circular food systems,1
Designer materials,1
Nanoarchitecture,1
Noble carbons,1
Incremental change,1
Radical change,1
Chopped straw,1
Straw bale,1
Straw block,1
Business formation/start ups,1
Entrepreneurial skills,1
decluttering,1
KonMari,1
Marie Kondo,1
slowing consumption,1
wellbeing,1
Efficient practices,1
nexus and trade-offs,1
tools for measurement,1
gene expression programming,1
intrinsic time-scale decomposition (ITD) algorithm,1
carbonate hydrolysis,1
high-kappa kraft pulping,1
sustainable fibers,1
Biorecovery,1
Nutrient leaching test,1
Low carbon logistics,1
RSC,1
U.N. sustainable development goals,1
Net-Zero CO<sub>2</sub> emissions,1
Ontario hydrogen roadmap,1
Environmental and ecological impact,1
Intervention and actions,1
Data potential,1
Multi-use bottle,1
Plastic bottle,1
Single-use beverage container,1
ESG investment,1
Comfort,1
2G bioethanol. Biomass residues. MCDA. MACBETH,1
Economic mobility,1
Housing insecurity,1
Fabrication,1
Circular economy impacts,1
Institutional entrepreneur,1
Railway heritage,1
Circular economy Biogas,1
Industrial decarbonisation Renewable heat,1
Municipal waste recyclables,1
Pay-as-you-throw (PAYT) full cost accounting approach,1
self-sustainability,1
symbiosis,1
fresh fruit supply chain,1
sustainability in supply chains,1
Fashion subscription service (FSS),1
BlueBattery,1
BlueCAT,1
BlueMetals,1
Catalysis recycling,1
Copper scrap recycling,1
Firerefin-ing furnaces,1
Tilting refining furnaces,1
hard ferrite,1
iron oxide powder,1
magnet,1
motor,1
Incineration/combustion,1
Municipal solid wastes (MSW),1
Utilization of wastes,1
Building deconstructability,1
End-of-life material recovery,1
Procurement practices,1
Mass consumption,1
Observation,1
Semi-structured interview,1
Data transparency,1
Environmental and social factors,1
Financial burdens,1
Training programme,1
blue,1
gray water footprint,1
interval-valued picture-fuzzy set (IVPFS),1
supply chain disruption,1
VlseKriterijumska Optimizacija I Kompromisno Resenje (VIKOR),1
Ethical business development,1
Business prevention,1
Complex reengineering,1
ISO 14 000,1
EU harmonization,1
VAT,1
industria textil,1
moda,1
Objetivos de Desarrollo Sostenible,1
sostenibilidad,1
Alkaline chemical activation,1
Siloxanes adsorption,1
Valorization industrial wastes,1
Vegetable-tanned leather waste,1
Lca,1
Parametric analysis,1
Supranational policy,1
Unevenness (“circular gap”),1
Geospatial statistics,1
Hedonic models,1
Life cycle approaches,1
Bio-Innovation,1
new economic models,1
Territorial value,1
consumption domains,1
Heterogeneous photo catalysis,1
Reusable catalytic material,1
Circular economy activities,1
Circular touch points,1
Customer values,1
Economic values,1
environmental input–output analysis (EEIOA),1
internet-based modeling,1
fashion designer,1
organizational role,1
Cultural-productive district,1
Landscape room,1
Productive landscape,1
Territory-enterprise,1
Fibre-reinforced concrete,1
Micro-computed tomography,1
Recycled steel fibres,1
fermentative bacteria,1
methanogenic archaea,1
Financial cogeneration,1
Public-private management,1
Additive manufacturing and robots,1
Cellulose based-materials,1
BMS,1
Construction innovations,1
Triangle membership function,1
China and Japan,1
institutional,1
SNA,1
Employment development,1
cultural tourism,1
Lublin region,1
Autoclave,1
Lithium phase transformation,1
Supercritical CO2,1
Business model framework,1
Management tools,1
Crop,1
constructal law,1
exergy costs,1
Eucommia ulmoides,1
Economic perspective,1
World cultural heritage sites,1
adhesives,1
bonding process,1
hot-melt,1
low-pressure plasma,1
Historical industrial landfill,1
Uruguay,1
Electrical resistivity tomography (ERT),1
Geochemical analyses,1
Ground penetrating radar (GPR),1
Secondary mining,1
Tailings impoundment,1
digital innovation ecosystem,1
ICESP,1
quintuple helix,1
Decomposition-ensemble Approach,1
E-waste Forecasting,1
Grey Modeling,1
Scoring,1
Waste of electric and electronic equipment,1
Product lifespans,1
Word-of-mouth,1
Sustainability and entrepreneurship,1
Alcoholic beverages,1
Headspace,1
Waste liquid crystal displays,1
Door to door service,1
Municipal collection centers,1
consumption cultures,1
global social problems,1
household recycling,1
people-centred solu-tions,1
Co-evolutionary dual couplings,1
Environmental protection culture,1
Organizational capability,1
Planned obsolescence-driven circular economy,1
Porter hypothesis,1
Conservation method,1
Nutrient balance,1
Orange pulp,1
Potential gas emission,1
Quality index,1
Spare parts logistics,1
System of branded automotive service,1
Discarded furniture,1
Value-added design,1
Lettuces,1
Cyanobacterial toxins,1
Fishponds,1
Prevention of water eutrophication,1
Bio-based soil improver,1
Organic freshwater sediments,1
Peat-free amendment,1
Cordia myxa,1
Freundlich model,1
Langmuir model,1
Phyco-capture,1
Secondary treatment,1
Technological applications,1
Redistributed manufacturing,1
Sensor networks,1
fruit yield,1
sugars,1
Cinnamon waste,1
Microbial-based bioprocesses,1
arrested methanogenesis,1
Esg,1
crack sealing,1
Marathon,1
competences,1
guidance and awareness,1
technological interface centers,1
agroindustrial by-products,1
biodisinfestation,1
Meloidogyne incognita,1
nematode community structure,1
nematode control,1
bio-based chemicals,1
architectural elements,1
Cellulose NanoCrystals,1
Wastewater solids,1
Social model innovation,1
Circular economy in juice production,1
Pomace liqueur,1
e-vehicles,1
noise pollution,1
Least developed countries,1
incentive schemes (pay-as-you-throw),1
fashion consumer,1
Moral Responsibility Theory of Corporate Sustainability,1
competition law,1
consumer protection and unfair competition,1
Apparel multinationals,1
covid,1
OLI paradigms,1
"Reuse, circular economy",1
Active packaging material,1
Chitosan-based films,1
Fractionation and biodegradation,1
Quercus polyphenol extract,1
Managing Public Space,1
Public space,1
Lignocellulosic pre-treatment,1
Techno-economic performance,1
Industry 4.0.,1
TAMR,1
Catering network,1
Tripartite game model,1
Circular economy in built environment,1
Environmental policy and management,1
Take-back scheme,1
Coconut husk,1
Delivery service,1
Food service,1
Circular and carbon free economy,1
Nuclear fusion,1
Fluctuations,1
Mixed commercial waste (MCW),1
Non-hazardous solid waste processing/treatment,1
Volume and mass flow monitoring,1
Complementary methodologies,1
Agricultural waste valorisation,1
Success factors,1
Black inorganic pigment,1
Circular economy technology,1
Planning horizon,1
innovation in law,1
services of general economic interest,1
media framing,1
Cyrene,1
political economy of waste,1
Coronavirus 2019,1
Work force development,1
anabolism,1
biotechnology applications,1
Adsorption thermodynamics,1
Carbon gels,1
Phenolic-oil,1
Circular economy and recycling,1
Waste with recyclable potential,1
Transition path,1
Disposables,1
Dissipatives,1
Resource efficient,1
Invasive forest species,1
Wood pellets,1
reusable catalyst,1
Purchase attitude,1
Second-hand shopping,1
Employment and redistributive effects,1
Labour markets,1
Macro-economic modelling,1
Legacy additives,1
Plastic bottle cap,1
Single-use plastics directive,1
Slip agent,1
AOP,1
Primary effluent,1
Linguistic entropy weight method,1
Multi-objective programming,1
Order allocation,1
Supplier evaluation,1
grapefruit,1
lemon,1
waste citrus peel,1
α-terpineol,1
Clay Material,1
Rice Husk,1
EU 28 Member States,1
Product purification,1
Fairness,1
Green tax,1
EU hydrogen strategy,1
transition to a hydrogen economy,1
Ammonia losses,1
Clean polymer technology,1
Enhanced efficiency fertilizer,1
Nitrogen use efficiency,1
Urease activity,1
Furfuryl alcohol,1
Disaccharides,1
Lactobacillus sp,1
Rice straw biomass,1
Strain TERI-D<sub>3</sub>’,1
Co-fuel,1
Distillery sludge,1
Legislations,1
Thermo-chemical treatment,1
material chemistry,1
Essential fatty acids,1
Mangifera indica L,1
Valorization strategy,1
aqueous biphasic systems,1
downstream processes,1
Dairy cattle,1
Uruchloa brizantha cv. Marandu,1
capacity planning,1
inventory decisions,1
intelligent modeling,1
Grenada,1
Small island states,1
Sustainability trade-offs,1
Mixed CDW,1
Recycled sand,1
Ecological pressure,1
Industrial trans-formation,1
Resource based regions,1
Circular resource flows,1
Implementation strategies,1
drying kinetics,1
Micro-organisms,1
Cournot game,1
Low-carbon supply chain,1
Stoneware ceramics,1
Multi-objective linear programming,1
Citizen involvement,1
Batch,1
CaptureSMB,1
Industrial side stream valorization,1
Model based optimization,1
disruption response,1
global circular economy,1
Superstructure,1
life cycle analysis (LCA),1
regenerated membranes,1
Tourism economy,1
choice-based conjoint,1
Flanders,1
Ghent,1
Resources and waste management,1
Half-warm mix asphalt,1
Circular economic production model,1
core quality,1
inspection errors,1
refund policies,1
Insect oil,1
Design for durability,1
Detachable garment parts,1
Prolong the lifespan,1
Versatile garment,1
Backfilling materials,1
Strength characteristics,1
Car catalyst,1
Catalytic converter,1
Microwave digestion,1
Artificial neural networks (ANNs),1
Rigid pavement concrete,1
Circular cascading bio-based system,1
coffee cups,1
influences,1
single-use,1
corporate environmental management,1
chlorite delignification,1
microwave pretreatment,1
vine-shoot waste,1
citizens’ health,1
it-enabled tools,1
reversed Supply Chain Logistics,1
waste Management,1
Academia-practitioner interaction,1
Eco-economic system,1
dye adsorption,1
renewable feedstock,1
disciplines,1
Phospho-rous,1
Plant biostimulants,1
Extended producers responsibility,1
Planned behaviour theory,1
consumer-user,1
Dissipative loss,1
Eee,1
Urban ores,1
CO<sub>2</sub> reduction in district heating system,1
